% channel_1000_DNS_196x160x196_MTF-mtf270_task2
% dt=8.177E-04
%
% node 1: j=10, y=  4.627762402457282E-003, yplus=4.6
% node 2: j=20, y=  1.441392271941726E-002, yplus=14
% node 3: j=40, y=  6.726684638316566E-002, yplus=67
% node 4: j=60, y=  0.253501789943420,      yplus=253
%
%     u1          v1         u2          v2          u3          v3          u4          v4
  4.934733E+00   1.550083E-01   9.844860E+00   5.151412E-01   1.490946E+01   7.696374E-01   1.788628E+01   1.283326E+00
  4.824757E+00   1.678084E-01   9.957675E+00   6.562949E-01   1.550043E+01   8.135521E-01   1.783052E+01   1.148715E+00
  4.823919E+00   1.551283E-01   1.015390E+01   7.092906E-01   1.618288E+01   8.132980E-01   1.783803E+01   9.522387E-01
  4.937015E+00   1.208581E-01   1.047171E+01   6.882451E-01   1.687110E+01   7.890829E-01   1.791586E+01   7.396791E-01
  5.168984E+00   7.798068E-02   1.093783E+01   6.152992E-01   1.747498E+01   7.469927E-01   1.806060E+01   5.646393E-01
  5.520773E+00   4.138660E-02   1.154678E+01   5.046969E-01   1.792527E+01   6.721099E-01   1.825339E+01   4.779261E-01
  5.985712E+00   1.868618E-02   1.225428E+01   3.594109E-01   1.818792E+01   5.415287E-01   1.845946E+01   5.168644E-01
  6.548569E+00   5.651213E-03   1.298795E+01   1.789104E-01   1.826445E+01   3.452075E-01   1.863523E+01   6.971584E-01
  7.187693E+00  -9.959289E-03   1.366750E+01  -3.124543E-02   1.818242E+01   9.697885E-02   1.874131E+01   1.008647E+00
  7.878166E+00  -3.879838E-02   1.422379E+01  -2.555724E-01   1.798076E+01  -1.717670E-01   1.875515E+01   1.415321E+00
  8.593104E+00  -8.192604E-02   1.461026E+01  -4.719346E-01   1.769650E+01  -4.289643E-01   1.867704E+01   1.860194E+00
  9.302331E+00  -1.303772E-01   1.480611E+01  -6.588062E-01   1.736078E+01  -6.554474E-01   1.852707E+01   2.275871E+00
  9.970605E+00  -1.720008E-01   1.481504E+01  -8.021859E-01   1.700662E+01  -8.467487E-01   1.833494E+01   2.600150E+00
  1.055851E+01  -1.998392E-01   1.466230E+01  -8.984397E-01   1.667974E+01  -1.006147E+00   1.812793E+01   2.792441E+00
  1.102736E+01  -2.159176E-01   1.439040E+01  -9.515445E-01   1.643847E+01  -1.137554E+00   1.792290E+01   2.844198E+00
  1.134606E+01  -2.282389E-01   1.405211E+01  -9.669907E-01   1.633723E+01  -1.243383E+00   1.772577E+01   2.778077E+00
  1.149620E+01  -2.436500E-01   1.370117E+01  -9.474788E-01   1.640224E+01  -1.326823E+00   1.753711E+01   2.636440E+00
  1.147246E+01  -2.621093E-01   1.338235E+01  -8.940447E-01   1.661369E+01  -1.395350E+00   1.735888E+01   2.465651E+00
  1.128012E+01  -2.768175E-01   1.312430E+01  -8.108412E-01   1.690442E+01  -1.462341E+00   1.719745E+01   2.303705E+00
  1.093275E+01  -2.799334E-01   1.293688E+01  -7.081204E-01   1.717654E+01  -1.544844E+00   1.706142E+01   2.174816E+00
  1.045224E+01  -2.689003E-01   1.281359E+01  -6.002033E-01   1.732991E+01  -1.657409E+00   1.695645E+01   2.089733E+00
  9.869236E+00  -2.481090E-01   1.273753E+01  -5.003120E-01   1.729279E+01  -1.803902E+00   1.688041E+01   2.048509E+00
  9.221227E+00  -2.249784E-01   1.268897E+01  -4.163427E-01   1.704487E+01  -1.970564E+00   1.682150E+01   2.043462E+00
  8.547498E+00  -2.043362E-01   1.265282E+01  -3.498918E-01   1.662593E+01  -2.124317E+00   1.675981E+01   2.061881E+00
  7.882976E+00  -1.859297E-01   1.262447E+01  -2.981623E-01   1.612654E+01  -2.219816E+00   1.667187E+01   2.088680E+00
  7.253831E+00  -1.665931E-01   1.261268E+01  -2.571991E-01   1.566151E+01  -2.215254E+00   1.653677E+01   2.108650E+00
  6.676729E+00  -1.444608E-01   1.263753E+01  -2.252047E-01   1.533311E+01  -2.089671E+00   1.634206E+01   2.107657E+00
  6.161565E+00  -1.214003E-01   1.272242E+01  -2.049485E-01   1.519941E+01  -1.850572E+00   1.608725E+01   2.072664E+00
  5.715653E+00  -1.021765E-01   1.288174E+01  -2.037823E-01   1.526289E+01  -1.527657E+00   1.578371E+01   1.991525E+00
  5.346754E+00  -9.184182E-02   1.310974E+01  -2.299091E-01   1.548192E+01  -1.159999E+00   1.545090E+01   1.853770E+00
  5.063432E+00  -9.346782E-02   1.337683E+01  -2.857829E-01   1.579389E+01  -7.861549E-01   1.511122E+01   1.652662E+00
  4.873169E+00  -1.068823E-01   1.363610E+01  -3.624046E-01   1.613644E+01  -4.391420E-01   1.478669E+01   1.387534E+00
  4.779888E+00  -1.280822E-01   1.383713E+01  -4.389165E-01   1.646047E+01  -1.427554E-01   1.449952E+01   1.065046E+00
  4.782172E+00  -1.495707E-01   1.394141E+01  -4.893844E-01   1.673530E+01   9.260027E-02   1.427622E+01   6.989982E-01
  4.872335E+00  -1.625418E-01   1.393334E+01  -4.944222E-01   1.694848E+01   2.722321E-01   1.415133E+01   3.097836E-01
  5.036085E+00  -1.608699E-01   1.382369E+01  -4.514436E-01   1.710189E+01   4.141477E-01   1.416566E+01  -7.529849E-02
  5.253218E+00  -1.447379E-01   1.364547E+01  -3.763339E-01   1.720527E+01   5.403105E-01   1.435527E+01  -4.213248E-01
  5.500165E+00  -1.209221E-01   1.344438E+01  -2.939417E-01   1.726904E+01   6.662921E-01   1.473358E+01  -6.873874E-01
  5.754144E+00  -9.887009E-02   1.326706E+01  -2.240672E-01   1.729896E+01   7.951170E-01   1.527581E+01  -8.334585E-01
  5.997140E+00  -8.523029E-02   1.315098E+01  -1.743576E-01   1.729464E+01   9.179281E-01   1.591779E+01  -8.318779E-01
  6.217743E+00  -8.092026E-02   1.311879E+01  -1.440769E-01   1.725230E+01   1.018996E+00   1.657364E+01  -6.782919E-01
  6.410320E+00  -8.253598E-02   1.317715E+01  -1.315696E-01   1.717008E+01   1.080371E+00   1.716371E+01  -3.958950E-01
  6.572659E+00  -8.615271E-02   1.331829E+01  -1.369169E-01   1.705310E+01   1.083779E+00   1.763735E+01  -3.072596E-02
  6.703930E+00  -8.996390E-02   1.352328E+01  -1.589708E-01   1.691620E+01   1.011753E+00   1.797998E+01   3.592170E-01
  6.804070E+00  -9.395152E-02   1.376626E+01  -1.923140E-01   1.678255E+01   8.521043E-01   1.820461E+01   7.161437E-01
  6.874285E+00  -9.780983E-02   1.401814E+01  -2.288546E-01   1.667751E+01   6.068221E-01   1.833576E+01   9.920093E-01
  6.917336E+00  -9.972170E-02   1.424760E+01  -2.629585E-01   1.661897E+01   3.001451E-01   1.839678E+01   1.153823E+00
  6.936583E+00  -9.729375E-02   1.441965E+01  -2.947797E-01   1.660840E+01  -2.204319E-02   1.840803E+01   1.185382E+00
  6.934198E+00  -8.955759E-02   1.449439E+01  -3.282217E-01   1.662771E+01  -3.037491E-01   1.839382E+01   1.087295E+00
  6.910139E+00  -7.786616E-02   1.443037E+01  -3.651073E-01   1.664451E+01  -4.950817E-01   1.838758E+01   8.765305E-01
  6.863162E+00  -6.469185E-02   1.419495E+01  -3.993817E-01   1.662419E+01  -5.645184E-01   1.842662E+01   5.849611E-01
  6.793407E+00  -5.142056E-02   1.377969E+01  -4.146205E-01   1.654465E+01  -5.034865E-01   1.853834E+01   2.553566E-01
  6.704646E+00  -3.716728E-02   1.321558E+01  -3.896832E-01   1.640802E+01  -3.253603E-01   1.872780E+01  -6.577215E-02
  6.604330E+00  -1.974835E-02   1.257761E+01  -3.152842E-01   1.624534E+01  -6.270981E-02   1.897520E+01  -3.370026E-01
  6.501360E+00   1.779094E-03   1.196858E+01  -2.089018E-01   1.611283E+01   2.356723E-01   1.924396E+01  -5.295239E-01
  6.403237E+00   2.492360E-02   1.148351E+01  -1.063702E-01   1.608103E+01   5.097063E-01   1.949344E+01  -6.306346E-01
  6.314522E+00   4.397021E-02   1.117446E+01  -3.352796E-02   1.621728E+01   6.978436E-01   1.968979E+01  -6.423587E-01
  6.237198E+00   5.313883E-02   1.103684E+01   9.913768E-03   1.656235E+01   7.521198E-01   1.981193E+01  -5.765739E-01
  6.171865E+00   5.064852E-02   1.102111E+01   3.815317E-02   1.710676E+01   6.532403E-01   1.985332E+01  -4.495262E-01
  6.118080E+00   4.028883E-02   1.105823E+01   5.842543E-02   1.778020E+01   4.167671E-01   1.982121E+01  -2.786076E-01
  6.073207E+00   2.883958E-02   1.108498E+01   6.495260E-02   1.846755E+01   8.563397E-02   1.973527E+01  -8.265561E-02
  6.030923E+00   2.123944E-02   1.106178E+01   4.837611E-02   1.904856E+01  -2.858093E-01   1.962659E+01   1.155134E-01
  5.981350E+00   1.739938E-02   1.098104E+01   6.803879E-03   1.943844E+01  -6.459076E-01   1.953644E+01   2.875828E-01
  5.913658E+00   1.312288E-02   1.086659E+01  -5.137578E-02   1.960494E+01  -9.526177E-01   1.951242E+01   4.024881E-01
  5.819741E+00   4.116315E-03   1.076473E+01  -1.125237E-01   1.955774E+01  -1.175829E+00   1.959919E+01   4.344779E-01
  5.696340E+00  -1.031799E-02   1.072782E+01  -1.647924E-01   1.932608E+01  -1.299515E+00   1.982380E+01   3.739831E-01
  5.544096E+00  -2.667252E-02   1.079399E+01  -2.021223E-01   1.894355E+01  -1.324200E+00   2.018088E+01   2.359639E-01
  5.364698E+00  -3.973030E-02   1.097017E+01  -2.238077E-01   1.844691E+01  -1.267071E+00   2.062580E+01   6.045817E-02
  5.159095E+00  -4.591852E-02   1.122670E+01  -2.316072E-01   1.788257E+01  -1.157629E+00   2.108175E+01  -9.665546E-02
  4.928904E+00  -4.508633E-02   1.150729E+01  -2.273565E-01   1.731025E+01  -1.029179E+00   2.145918E+01  -1.801608E-01
  4.680234E+00  -3.979015E-02   1.174977E+01  -2.124631E-01   1.679773E+01  -9.086529E-01   2.168072E+01  -1.534151E-01
  4.426699E+00  -3.304158E-02   1.190707E+01  -1.886296E-01   1.640794E+01  -8.090094E-01   2.170259E+01  -1.084817E-02
  4.188713E+00  -2.645778E-02   1.195892E+01  -1.586343E-01   1.618383E+01  -7.283936E-01   2.152713E+01   2.197930E-01
  3.988903E+00  -2.019280E-02   1.191137E+01  -1.265472E-01   1.613722E+01  -6.568861E-01   2.120428E+01   4.857137E-01
  3.846262E+00  -1.431173E-02   1.178853E+01  -9.702509E-02   1.624578E+01  -5.863400E-01   2.082295E+01   7.234556E-01
  3.772159E+00  -9.906518E-03   1.162342E+01  -7.359690E-02   1.645862E+01  -5.165004E-01   2.049226E+01   8.736332E-01
  3.769417E+00  -8.614851E-03   1.145172E+01  -5.679951E-02   1.670772E+01  -4.541892E-01   2.031266E+01   8.924903E-01
  3.833341E+00  -1.096049E-02   1.130792E+01  -4.377263E-02   1.692033E+01  -4.082490E-01   2.034183E+01   7.589593E-01
  3.952953E+00  -1.527000E-02   1.122167E+01  -3.014755E-02   1.702932E+01  -3.850919E-01   2.057055E+01   4.759299E-01
  4.111878E+00  -1.847132E-02   1.121380E+01  -1.316449E-02   1.698236E+01  -3.871141E-01   2.092616E+01   6.557498E-02
  4.289909E+00  -1.832189E-02   1.129371E+01   6.180207E-03   1.675260E+01  -4.129742E-01   2.130447E+01  -4.372333E-01
  4.466310E+00  -1.524677E-02   1.146001E+01   2.340129E-02   1.635125E+01  -4.577980E-01   2.161021E+01  -9.882420E-01
  4.624307E+00  -1.221529E-02   1.170374E+01   3.285146E-02   1.583663E+01  -5.124752E-01   2.178571E+01  -1.534428E+00
  4.754546E+00  -1.267244E-02   1.201130E+01   3.053035E-02   1.531031E+01  -5.628522E-01   2.182102E+01  -2.017873E+00
  4.855308E+00  -1.808575E-02   1.236470E+01   1.583085E-02   1.489179E+01  -5.909743E-01   2.174854E+01  -2.386828E+00
  4.929342E+00  -2.691815E-02   1.273900E+01  -8.472323E-03   1.467290E+01  -5.805263E-01   2.162580E+01  -2.610709E+00
  4.979534E+00  -3.567106E-02   1.310025E+01  -3.766487E-02   1.467115E+01  -5.250208E-01   2.151156E+01  -2.690500E+00
  5.006256E+00  -4.106891E-02   1.340721E+01  -6.686925E-02   1.481388E+01  -4.322737E-01   2.144312E+01  -2.657436E+00
  5.007661E+00  -4.171490E-02   1.361797E+01  -9.194667E-02   1.497014E+01  -3.202200E-01   2.142364E+01  -2.560011E+00
  4.981829E+00  -3.812677E-02   1.369924E+01  -1.090855E-01   1.501196E+01  -2.072074E-01   2.142389E+01  -2.446013E+00
  4.928623E+00  -3.141237E-02   1.363420E+01  -1.137821E-01   1.486661E+01  -1.038920E-01   2.139676E+01  -2.347426E+00
  4.850024E+00  -2.187778E-02   1.342557E+01  -1.004725E-01   1.453402E+01  -9.968666E-03   2.129825E+01  -2.273109E+00
  4.749512E+00  -8.781045E-03   1.309348E+01  -6.363695E-02   1.407125E+01   8.494867E-02   2.110703E+01  -2.210861E+00
  4.631754E+00   8.644118E-03   1.266954E+01  -1.581119E-04   1.356188E+01   1.962279E-01   2.083600E+01  -2.137527E+00
  4.503092E+00   2.990965E-02   1.218996E+01   8.834815E-02   1.308728E+01   3.342509E-01   2.053177E+01  -2.032440E+00
  4.371862E+00   5.293397E-02   1.168941E+01   1.948527E-01   1.270897E+01   4.931713E-01   2.026180E+01  -1.887610E+00
  4.247310E+00   7.492689E-02   1.119706E+01   3.085578E-01   1.246435E+01   6.467006E-01   2.009308E+01  -1.710399E+00
  4.137059E+00   9.367795E-02   1.073479E+01   4.179298E-01   1.237261E+01   7.562671E-01   2.006990E+01  -1.519879E+00
  4.044727E+00   1.081648E-01   1.031750E+01   5.134287E-01   1.244246E+01   7.874885E-01   2.019860E+01  -1.341683E+00
  3.969591E+00   1.181577E-01   9.954859E+00   5.888667E-01   1.267420E+01   7.249563E-01   2.044430E+01  -1.204281E+00
  3.908722E+00   1.234708E-01   9.654026E+00   6.413755E-01   1.305692E+01   5.776402E-01   2.074006E+01  -1.135175E+00
  3.859938E+00   1.237374E-01   9.422040E+00   6.705177E-01   1.356872E+01   3.738235E-01   2.100514E+01  -1.154145E+00
  3.823256E+00   1.189074E-01   9.266501E+00   6.771248E-01   1.418402E+01   1.500474E-01   2.116654E+01  -1.264095E+00
  3.799858E+00   1.098225E-01   9.193918E+00   6.623733E-01   1.488238E+01  -5.983023E-02   2.117788E+01  -1.444389E+00
  3.789833E+00   9.812462E-02   9.206806E+00   6.274815E-01   1.564965E+01  -2.315383E-01   2.103031E+01  -1.652305E+00
  3.790956E+00   8.546139E-02   9.301530E+00   5.741289E-01   1.646874E+01  -3.525834E-01   2.075268E+01  -1.834575E+00
  3.799749E+00   7.270645E-02   9.468193E+00   5.052416E-01   1.730786E+01  -4.211859E-01   2.040009E+01  -1.944850E+00
  3.813849E+00   5.989832E-02   9.692151E+00   4.254197E-01   1.811744E+01  -4.444297E-01   2.003426E+01  -1.958505E+00
  3.833494E+00   4.684020E-02   9.955729E+00   3.403131E-01   1.884053E+01  -4.377445E-01   1.970395E+01  -1.877170E+00
  3.860763E+00   3.361414E-02   1.023926E+01   2.548397E-01   1.942967E+01  -4.248031E-01   1.943640E+01  -1.722622E+00
  3.897342E+00   2.039091E-02   1.052185E+01   1.710553E-01   1.985697E+01  -4.329730E-01   1.924430E+01  -1.526421E+00
  3.942905E+00   6.742375E-03   1.078268E+01   8.712428E-02   2.011131E+01  -4.807919E-01   1.914087E+01  -1.321076E+00
  3.995535E+00  -8.683459E-03   1.100297E+01  -1.454307E-03   2.019068E+01  -5.626250E-01   1.914662E+01  -1.133481E+00
  4.053554E+00  -2.749643E-02   1.116731E+01  -9.860061E-02   2.010414E+01  -6.434798E-01   1.927729E+01  -9.802649E-01
  4.116807E+00  -5.022918E-02   1.126358E+01  -2.042691E-01   1.988710E+01  -6.738846E-01   1.952130E+01  -8.671932E-01
  4.185995E+00  -7.543327E-02   1.128176E+01  -3.133459E-01   1.961510E+01  -6.208161E-01   1.982844E+01  -7.936272E-01
  4.260728E+00  -1.001437E-01   1.121353E+01  -4.179431E-01   1.939412E+01  -4.959782E-01   2.012357E+01  -7.576716E-01
  4.338430E+00  -1.215852E-01   1.105454E+01  -5.118162E-01   1.932110E+01  -3.586967E-01   2.033610E+01  -7.566254E-01
  4.415670E+00  -1.388872E-01   1.080944E+01  -5.939540E-01   1.943940E+01  -2.854704E-01   2.042531E+01  -7.829732E-01
  4.491262E+00  -1.534253E-01   1.049659E+01  -6.688428E-01   1.972031E+01  -3.266988E-01   2.038972E+01  -8.209354E-01
  4.568537E+00  -1.674851E-01   1.014926E+01  -7.433244E-01   2.007199E+01  -4.842237E-01   2.026070E+01  -8.475903E-01
  4.654601E+00  -1.823908E-01   9.811641E+00  -8.224965E-01   2.035484E+01  -7.212601E-01   2.008613E+01  -8.387770E-01
  4.756714E+00  -1.977451E-01   9.531899E+00  -9.074011E-01   2.040140E+01  -9.828252E-01   1.991166E+01  -7.772940E-01
  4.878318E+00  -2.124558E-01   9.356929E+00  -9.948039E-01   2.006795E+01  -1.200098E+00   1.976696E+01  -6.598571E-01
  5.017434E+00  -2.265751E-01   9.332703E+00  -1.077010E+00   1.932377E+01  -1.284347E+00   1.966194E+01  -4.993622E-01
  5.168150E+00  -2.421073E-01   9.507093E+00  -1.141279E+00   1.831983E+01  -1.149496E+00   1.959134E+01  -3.208086E-01
  5.323527E+00  -2.616680E-01   9.922168E+00  -1.172448E+00   1.734589E+01  -7.825178E-01   1.954174E+01  -1.526837E-01
  5.477687E+00  -2.857113E-01   1.058534E+01  -1.160992E+00   1.666702E+01  -2.939781E-01   1.949564E+01  -1.821610E-02
  5.626520E+00  -3.105740E-01   1.143408E+01  -1.110927E+00   1.638073E+01   1.391423E-01   1.943284E+01   6.981144E-02
  5.768224E+00  -3.295030E-01   1.232995E+01  -1.039946E+00   1.641619E+01   3.897863E-01   1.933289E+01   1.100041E-01
  5.904627E+00  -3.367869E-01   1.309720E+01  -9.721234E-01   1.662316E+01   4.363026E-01   1.918174E+01   1.104166E-01
  6.042269E+00  -3.321952E-01   1.358189E+01  -9.285908E-01   1.685255E+01   3.368726E-01   1.898078E+01   8.488593E-02
  6.191287E+00  -3.216721E-01   1.369965E+01  -9.197028E-01   1.700161E+01   1.791966E-01   1.875259E+01   4.811582E-02
  6.361640E+00  -3.129434E-01   1.345890E+01  -9.412575E-01   1.702952E+01   4.281136E-02   1.853761E+01   1.067524E-02
  6.558239E+00  -3.096390E-01   1.295782E+01  -9.774782E-01   1.694794E+01  -2.212916E-02   1.838108E+01  -2.381529E-02
  6.777253E+00  -3.092053E-01   1.235216E+01  -1.009750E+00   1.679585E+01  -2.861090E-03   1.831697E+01  -5.778090E-02
  7.005354E+00  -3.060645E-01   1.179489E+01  -1.025062E+00   1.661526E+01   8.215276E-02   1.835846E+01  -9.622321E-02
  7.222733E+00  -2.965781E-01   1.137014E+01  -1.018343E+00   1.644062E+01   2.008270E-01   1.849962E+01  -1.436223E-01
  7.408903E+00  -2.814304E-01   1.106553E+01  -9.894579E-01   1.630154E+01   3.248979E-01   1.872428E+01  -2.030303E-01
  7.548623E+00  -2.641210E-01   1.080792E+01  -9.410282E-01   1.622766E+01   4.361119E-01   1.901390E+01  -2.766905E-01
  7.635068E+00  -2.477553E-01   1.053056E+01  -8.800745E-01   1.624484E+01   5.220963E-01   1.934929E+01  -3.664656E-01
  7.669228E+00  -2.332112E-01   1.021654E+01  -8.188009E-01   1.636183E+01   5.719922E-01   1.970731E+01  -4.732863E-01
  7.656946E+00  -2.198551E-01   9.898924E+00  -7.695381E-01   1.655739E+01   5.778928E-01   2.005836E+01  -5.960572E-01
  7.606007E+00  -2.074431E-01   9.633659E+00  -7.368075E-01   1.678066E+01   5.383822E-01   2.036937E+01  -7.306326E-01
  7.524584E+00  -1.969815E-01   9.468536E+00  -7.148228E-01   1.696940E+01   4.579513E-01   2.061287E+01  -8.688698E-01
  7.420461E+00  -1.897378E-01   9.423759E+00  -6.943374E-01   1.707833E+01   3.418282E-01   2.077720E+01  -9.975590E-01
  7.300004E+00  -1.857413E-01   9.489361E+00  -6.728641E-01   1.710155E+01   1.910961E-01   2.087108E+01  -1.097801E+00
  7.167126E+00  -1.837290E-01   9.634756E+00  -6.578986E-01   1.707642E+01   2.645121E-03   2.091827E+01  -1.146476E+00
  7.023654E+00  -1.827967E-01   9.821746E+00  -6.594345E-01   1.706664E+01  -2.254196E-01   2.094464E+01  -1.121432E+00
  6.871837E+00  -1.838385E-01   1.001506E+01  -6.788258E-01   1.713355E+01  -4.859875E-01   2.096586E+01  -1.010154E+00
  6.717547E+00  -1.887356E-01   1.018923E+01  -7.047018E-01   1.730981E+01  -7.573063E-01   2.098380E+01  -8.187664E-01
  6.571401E+00  -1.976272E-01   1.033275E+01  -7.201332E-01   1.758659E+01  -1.003540E+00   2.099251E+01  -5.764033E-01
  6.446160E+00  -2.070023E-01   1.044933E+01  -7.146482E-01   1.791709E+01  -1.184051E+00   2.098673E+01  -3.311703E-01
  6.351681E+00  -2.110786E-01   1.055524E+01  -6.894211E-01   1.823251E+01  -1.270355E+00   2.096509E+01  -1.378989E-01
  6.290879E+00  -2.058448E-01   1.067265E+01  -6.504862E-01   1.846556E+01  -1.262962E+00   2.092644E+01  -4.232973E-02
  6.259547E+00  -1.920961E-01   1.082110E+01  -5.983610E-01   1.857450E+01  -1.195944E+00   2.086518E+01  -6.825763E-02
  6.249848E+00  -1.742563E-01   1.101095E+01  -5.274208E-01   1.855819E+01  -1.123315E+00   2.077173E+01  -2.122869E-01
  6.254438E+00  -1.560484E-01   1.124097E+01  -4.367129E-01   1.845400E+01  -1.095031E+00   2.063897E+01  -4.467933E-01
  6.268064E+00  -1.377429E-01   1.149970E+01  -3.390291E-01   1.832024E+01  -1.137827E+00   2.046907E+01  -7.284028E-01
  6.286209E+00  -1.180871E-01   1.176836E+01  -2.565522E-01   1.821205E+01  -1.250349E+00   2.027484E+01  -1.008479E+00
  6.303196E+00  -9.846416E-02   1.202381E+01  -2.073298E-01   1.816024E+01  -1.410800E+00   2.007405E+01  -1.243067E+00
  6.312327E+00  -8.391737E-02   1.224207E+01  -1.960562E-01   1.815825E+01  -1.588890E+00   1.988129E+01  -1.400732E+00
  6.308184E+00  -7.919563E-02   1.240308E+01  -2.156736E-01   1.816190E+01  -1.754691E+00   1.970284E+01  -1.467009E+00
  6.288727E+00  -8.393006E-02   1.249525E+01  -2.548662E-01   1.810622E+01  -1.881722E+00   1.953717E+01  -1.444424E+00
  6.254871E+00  -9.233229E-02   1.251723E+01  -3.031257E-01   1.793699E+01  -1.946743E+00   1.937887E+01  -1.348190E+00
  6.207599E+00  -9.793744E-02   1.247528E+01  -3.501365E-01   1.764266E+01  -1.930997E+00   1.922266E+01  -1.199381E+00
  6.145141E+00  -9.850592E-02   1.237786E+01  -3.830377E-01   1.726736E+01  -1.824785E+00   1.906574E+01  -1.018421E+00
  6.062821E+00  -9.614368E-02   1.222985E+01  -3.872301E-01   1.689632E+01  -1.631828E+00   1.890963E+01  -8.212215E-01
  5.955754E+00  -9.289127E-02   1.202869E+01  -3.522112E-01   1.662216E+01  -1.368990E+00   1.876197E+01  -6.185787E-01
  5.821973E+00  -8.684349E-02   1.176390E+01  -2.777692E-01   1.651081E+01  -1.062261E+00   1.863678E+01  -4.177738E-01
  5.663298E+00  -7.317261E-02   1.142070E+01  -1.744444E-01   1.658228E+01  -7.429796E-01   1.855073E+01  -2.246918E-01
  5.483517E+00  -4.905542E-02   1.098695E+01  -5.733989E-02   1.681031E+01  -4.447688E-01   1.851596E+01  -4.531376E-02
  5.286125E+00  -1.728129E-02   1.046116E+01   6.157619E-02   1.713510E+01  -1.984065E-01   1.853321E+01   1.137076E-01
  5.074283E+00   1.525721E-02   9.858558E+00   1.769004E-01   1.748072E+01  -2.444533E-02   1.859004E+01   2.452658E-01
  4.853411E+00   4.261509E-02   9.213660E+00   2.874760E-01   1.777132E+01   7.252485E-02   1.866551E+01   3.427838E-01
  4.633975E+00   6.336377E-02   8.577648E+00   3.912445E-01   1.794348E+01   1.044000E-01   1.873796E+01   4.019951E-01
  4.431285E+00   7.955172E-02   8.010064E+00   4.815853E-01   1.795450E+01   9.515594E-02   1.879100E+01   4.231754E-01
  4.261386E+00   9.270500E-02   7.566688E+00   5.477348E-01   1.778789E+01   7.455475E-02   1.881523E+01   4.129173E-01
  4.135580E+00   1.011171E-01   7.288235E+00   5.786609E-01   1.745806E+01   7.224333E-02   1.880744E+01   3.843588E-01
  4.057614E+00   1.009068E-01   7.194359E+00   5.674177E-01   1.701267E+01   1.118031E-01   1.877077E+01   3.552438E-01
  4.025604E+00   8.951794E-02   7.284486E+00   5.131308E-01   1.652721E+01   2.031766E-01   1.871715E+01   3.440762E-01
  4.036925E+00   6.837585E-02   7.543432E+00   4.201419E-01   1.608637E+01   3.349160E-01   1.866855E+01   3.654172E-01
  4.091969E+00   4.272394E-02   7.947786E+00   2.966960E-01   1.575634E+01   4.726117E-01   1.865203E+01   4.256821E-01
  4.193870E+00   1.934162E-02   8.469164E+00   1.557640E-01   1.556273E+01   5.690501E-01   1.868746E+01   5.205888E-01
  4.344692E+00   4.234103E-03   9.073620E+00   1.615391E-02   1.548845E+01   5.824971E-01   1.877402E+01   6.349515E-01
  4.541113E+00   1.671724E-03   9.720547E+00  -1.012607E-01   1.549220E+01   4.921369E-01   1.888569E+01   7.449988E-01
  4.772241E+00   1.430615E-02   1.036380E+01  -1.810765E-01   1.553487E+01   3.030343E-01   1.898095E+01   8.228553E-01
  5.019919E+00   4.314667E-02   1.095324E+01  -2.161420E-01   1.559866E+01   4.144234E-02   1.902130E+01   8.422747E-01
  5.260178E+00   8.680940E-02   1.143507E+01  -2.043631E-01   1.568980E+01  -2.544718E-01   1.898688E+01   7.842483E-01
  5.464990E+00   1.409578E-01   1.175410E+01  -1.487454E-01   1.582519E+01  -5.443025E-01   1.888039E+01   6.409539E-01
  5.605120E+00   1.992145E-01   1.186165E+01  -6.258164E-02   1.601141E+01  -7.932005E-01   1.872016E+01   4.169935E-01
  5.655406E+00   2.552092E-01   1.172657E+01   3.013111E-02   1.622908E+01  -9.761583E-01   1.853002E+01   1.281010E-01
  5.601988E+00   3.040047E-01   1.134457E+01   1.034412E-01   1.643229E+01  -1.077931E+00   1.833362E+01  -2.012232E-01
  5.448176E+00   3.420490E-01   1.074290E+01   1.401654E-01   1.656365E+01  -1.090187E+00   1.815451E+01  -5.394990E-01
  5.214805E+00   3.666695E-01   9.979391E+00   1.378359E-01   1.657565E+01  -1.009645E+00   1.801717E+01  -8.491175E-01
  4.933580E+00   3.762774E-01   9.133955E+00   1.090349E-01   1.644652E+01  -8.396485E-01   1.794400E+01  -1.087698E+00
  4.636403E+00   3.710809E-01   8.293360E+00   7.648873E-02   1.618444E+01  -5.936647E-01   1.794737E+01  -1.212142E+00
  4.346620E+00   3.534001E-01   7.534363E+00   6.375147E-02   1.582183E+01  -2.970155E-01   1.802228E+01  -1.186485E+00
  4.076838E+00   3.272265E-01   6.911919E+00   8.587101E-02   1.540469E+01   1.554466E-02   1.814557E+01  -9.921742E-01
  3.833086E+00   2.972161E-01   6.455227E+00   1.457351E-01   1.498060E+01   3.061350E-01   1.828362E+01  -6.371264E-01
  3.620553E+00   2.673684E-01   6.169190E+00   2.368474E-01   1.458787E+01   5.416397E-01   1.840393E+01  -1.592038E-01
  3.445733E+00   2.397906E-01   6.037761E+00   3.478788E-01   1.424735E+01   6.998459E-01   1.848385E+01   3.786845E-01
  3.313845E+00   2.141352E-01   6.028861E+00   4.651018E-01   1.395876E+01   7.714543E-01   1.851322E+01   9.014460E-01
  3.225133E+00   1.880012E-01   6.103361E+00   5.730057E-01   1.370258E+01   7.587643E-01   1.849254E+01   1.338833E+00
