% channel_1000_DNS_196x160x196_MTF-mtf270_task2
% dt=8.177E-04
%
% node 1: j=10, y=  4.627762402457282E-003, yplus=4.6
% node 2: j=20, y=  1.441392271941726E-002, yplus=14
% node 3: j=40, y=  6.726684638316566E-002, yplus=67
% node 4: j=60, y=  0.253501789943420,      yplus=253
%
%     u1          v1         u2          v2          u3          v3          u4          v4
  3.628479E+00   8.082555E-02   7.374020E+00   2.195990E-01   1.651002E+01   9.743499E-01   1.907277E+01   2.136175E+00
  3.627937E+00   6.479278E-02   7.321615E+00   1.715866E-01   1.688232E+01   7.256798E-01   1.886272E+01   1.914330E+00
  3.639231E+00   4.121247E-02   7.349223E+00   9.705765E-02   1.702068E+01   4.570426E-01   1.878102E+01   1.481950E+00
  3.664558E+00   9.367858E-03   7.480803E+00  -1.929623E-03   1.691073E+01   1.817008E-01   1.881508E+01   8.823481E-01
  3.706397E+00  -3.037032E-02   7.749216E+00  -1.164215E-01   1.660368E+01  -9.017029E-02   1.892667E+01   1.971579E-01
  3.767154E+00  -7.600363E-02   8.191113E+00  -2.298615E-01   1.619676E+01  -3.524714E-01   1.907797E+01  -4.715218E-01
  3.847831E+00  -1.234002E-01   8.830565E+00  -3.209611E-01   1.579384E+01  -6.008970E-01   1.924812E+01  -1.026461E+00
  3.946838E+00  -1.660342E-01   9.652831E+00  -3.708127E-01   1.546712E+01  -8.286374E-01   1.943292E+01  -1.399573E+00
  4.059770E+00  -1.955870E-01   1.058144E+01  -3.710387E-01   1.523783E+01  -1.023181E+00   1.963348E+01  -1.565833E+00
  4.179769E+00  -2.041511E-01   1.147895E+01  -3.271224E-01   1.508180E+01  -1.166829E+00   1.984656E+01  -1.541920E+00
  4.297468E+00  -1.878524E-01   1.218075E+01  -2.542987E-01   1.495270E+01  -1.240731E+00   2.006450E+01  -1.372901E+00
  4.400610E+00  -1.498288E-01   1.254741E+01  -1.696436E-01   1.480964E+01  -1.229779E+00   2.028195E+01  -1.115665E+00
  4.474984E+00  -9.970780E-02   1.250904E+01  -8.590006E-02   1.463704E+01  -1.126029E+00   2.050023E+01  -8.260384E-01
  4.507862E+00  -4.907898E-02   1.208438E+01  -9.333723E-03   1.445030E+01  -9.304649E-01   2.072425E+01  -5.508616E-01
  4.492408E+00  -6.131820E-03   1.137491E+01   5.934002E-02   1.428725E+01  -6.540942E-01   2.095415E+01  -3.232883E-01
  4.429847E+00   2.668977E-02   1.054013E+01   1.226530E-01   1.419170E+01  -3.185986E-01   2.117804E+01  -1.603970E-01
  4.327782E+00   5.121722E-02   9.758559E+00   1.839177E-01   1.419785E+01   4.433741E-02   2.137070E+01  -6.386296E-02
  4.196053E+00   7.055363E-02   9.180461E+00   2.453374E-01   1.432097E+01   3.960491E-01   2.150016E+01  -2.441017E-02
  4.043024E+00   8.705599E-02   8.887046E+00   3.069824E-01   1.455376E+01   6.965743E-01   2.153957E+01  -2.903277E-02
  3.874437E+00   1.019596E-01   8.874286E+00   3.664944E-01   1.486605E+01   9.120348E-01   2.147968E+01  -6.806338E-02
  3.695040E+00   1.157375E-01   9.068865E+00   4.193363E-01   1.520820E+01   1.021279E+00   2.133567E+01  -1.385854E-01
  3.511399E+00   1.282641E-01   9.366038E+00   4.596412E-01   1.552113E+01   1.018946E+00   2.114377E+01  -2.421560E-01
  3.333540E+00   1.387301E-01   9.668766E+00   4.816600E-01   1.575252E+01   9.138687E-01   2.094783E+01  -3.778671E-01
  3.173914E+00   1.457947E-01   9.911309E+00   4.814269E-01   1.587216E+01   7.245007E-01   2.078159E+01  -5.349097E-01
  3.044050E+00   1.481854E-01   1.006324E+01   4.580810E-01   1.587866E+01   4.744502E-01   2.065653E+01  -6.899775E-01
  2.951032E+00   1.453968E-01   1.012075E+01   4.145088E-01   1.579471E+01   1.901749E-01   2.056187E+01  -8.125918E-01
  2.896095E+00   1.379490E-01   1.009514E+01   3.571793E-01   1.565544E+01  -9.915654E-02   2.047505E+01  -8.765823E-01
  2.875984E+00   1.270293E-01   1.000439E+01   2.950242E-01   1.549620E+01  -3.611288E-01   2.037472E+01  -8.717913E-01
  2.885691E+00   1.138516E-01   9.868901E+00   2.373255E-01   1.534448E+01  -5.606725E-01   2.024883E+01  -8.097366E-01
  2.920364E+00   9.924186E-02   9.708999E+00   1.911596E-01   1.521662E+01  -6.630727E-01   2.009568E+01  -7.205891E-01
  2.975306E+00   8.368989E-02   9.542324E+00   1.596117E-01   1.511854E+01  -6.398855E-01   1.992030E+01  -6.435220E-01
  3.044891E+00   6.768262E-02   9.381153E+00   1.418322E-01   1.504959E+01  -4.772533E-01   1.972962E+01  -6.150303E-01
  3.122109E+00   5.194525E-02   9.231398E+00   1.347822E-01   1.500848E+01  -1.844524E-01   1.952871E+01  -6.591507E-01
  3.199662E+00   3.736782E-02   9.094256E+00   1.352440E-01   1.499765E+01   2.015721E-01   1.931959E+01  -7.813408E-01
  3.271827E+00   2.469071E-02   8.969369E+00   1.406623E-01   1.501953E+01   6.202936E-01   1.910279E+01  -9.664622E-01
  3.335424E+00   1.420032E-02   8.857040E+00   1.486406E-01   1.506134E+01   1.001475E+00   1.888098E+01  -1.181432E+00
  3.389011E+00   5.652477E-03   8.757977E+00   1.561316E-01   1.507847E+01   1.284062E+00   1.866268E+01  -1.383104E+00
  3.431060E+00  -1.521080E-03   8.671253E+00   1.594741E-01   1.499861E+01   1.431413E+00   1.846432E+01  -1.530271E+00
  3.458819E+00  -7.833097E-03   8.592515E+00   1.555589E-01   1.475913E+01   1.435877E+00   1.830892E+01  -1.595919E+00
  3.468860E+00  -1.339139E-02   8.513943E+00   1.434503E-01   1.435800E+01   1.312653E+00   1.822138E+01  -1.574504E+00
  3.458704E+00  -1.778030E-02   8.425695E+00   1.253796E-01   1.387954E+01   1.089801E+00   1.822144E+01  -1.481105E+00
  3.427896E+00  -2.027006E-02   8.317446E+00   1.063022E-01   1.347238E+01   8.021175E-01   1.831689E+01  -1.343901E+00
  3.377468E+00  -2.027707E-02   8.179073E+00   9.194984E-02   1.329223E+01   4.904525E-01   1.849929E+01  -1.194729E+00
  3.308377E+00  -1.783528E-02   8.000932E+00   8.623530E-02   1.344295E+01   2.006227E-01   1.874365E+01  -1.061763E+00
  3.220591E+00  -1.378943E-02   7.775020E+00   8.946377E-02   1.394308E+01  -2.486334E-02   1.901246E+01  -9.649846E-01
  3.113935E+00  -9.544309E-03   7.497527E+00   9.853755E-02   1.472508E+01  -1.604729E-01   1.926339E+01  -9.130064E-01
  2.990106E+00  -6.459372E-03   7.171697E+00   1.091097E-01   1.566083E+01  -2.061971E-01   1.945872E+01  -9.007744E-01
  2.854009E+00  -5.218957E-03   6.808908E+00   1.182460E-01   1.660133E+01  -1.841272E-01   1.957356E+01  -9.098590E-01
  2.713058E+00  -5.561832E-03   6.426772E+00   1.257463E-01   1.741663E+01  -1.269827E-01   1.959976E+01  -9.134239E-01
  2.574901E+00  -6.554539E-03   6.045081E+00   1.332779E-01   1.802269E+01  -6.620326E-02   1.954461E+01  -8.855225E-01
  2.445475E+00  -7.258525E-03   5.681956E+00   1.420912E-01   1.838955E+01  -2.361113E-02   1.942556E+01  -8.110329E-01
  2.328995E+00  -7.397960E-03   5.352155E+00   1.509874E-01   1.853388E+01  -7.626601E-03   1.926424E+01  -6.913049E-01
  2.229597E+00  -7.650500E-03   5.067618E+00   1.557839E-01   1.850422E+01  -1.429430E-02   1.908266E+01  -5.428628E-01
  2.152692E+00  -9.438073E-03   4.838549E+00   1.503048E-01   1.836529E+01  -3.260288E-02   1.890210E+01  -3.907197E-01
  2.104231E+00  -1.439742E-02   4.673289E+00   1.279944E-01   1.818324E+01  -5.177495E-02   1.874326E+01  -2.607747E-01
  2.087899E+00  -2.384961E-02   4.576878E+00   8.330503E-02   1.801176E+01  -6.682047E-02   1.862547E+01  -1.751972E-01
  2.102214E+00  -3.849760E-02   4.549996E+00   1.278356E-02   1.788073E+01  -8.010305E-02   1.856435E+01  -1.513794E-01
  2.139770E+00  -5.835621E-02   4.590236E+00  -8.358233E-02   1.779199E+01  -1.001997E-01   1.856936E+01  -2.018503E-01
  2.189236E+00  -8.271480E-02   4.696205E+00  -2.003877E-01   1.772434E+01  -1.403674E-01   1.864300E+01  -3.320946E-01
  2.238695E+00  -1.099029E-01   4.872732E+00  -3.248742E-01   1.764541E+01  -2.161087E-01   1.878206E+01  -5.358007E-01
  2.278248E+00  -1.368906E-01   5.134301E+00  -4.370360E-01   1.752432E+01  -3.396952E-01   1.897985E+01  -7.904070E-01
  2.301005E+00  -1.592175E-01   5.504152E+00  -5.141808E-01   1.734008E+01  -5.124676E-01   1.922761E+01  -1.057113E+00
  2.303271E+00  -1.719672E-01   6.008113E+00  -5.398672E-01   1.708525E+01  -7.195259E-01   1.951476E+01  -1.287763E+00
  2.285266E+00  -1.719328E-01   6.664565E+00  -5.118315E-01   1.676654E+01  -9.310870E-01   1.982821E+01  -1.437417E+00
  2.252435E+00  -1.597766E-01   7.474355E+00  -4.415668E-01   1.640473E+01  -1.110503E+00   2.015123E+01  -1.478164E+00
  2.215865E+00  -1.401024E-01   8.415000E+00  -3.453899E-01   1.603408E+01  -1.224881E+00   2.046228E+01  -1.408401E+00
  2.190087E+00  -1.185614E-01   9.441162E+00  -2.358569E-01   1.569955E+01  -1.253794E+00   2.073431E+01  -1.253341E+00
  2.188300E+00  -9.796892E-02   1.049010E+01  -1.207158E-01   1.544856E+01  -1.193887E+00   2.093574E+01  -1.056451E+00
  2.217322E+00  -7.686916E-02   1.148948E+01  -6.973006E-03   1.531724E+01  -1.059119E+00   2.103452E+01  -8.656902E-01
  2.275328E+00  -5.191517E-02   1.236575E+01   9.667744E-02   1.531764E+01  -8.773943E-01   2.100536E+01  -7.202107E-01
  2.353713E+00  -2.175042E-02   1.305232E+01   1.818832E-01   1.543553E+01  -6.854751E-01   2.083853E+01  -6.418938E-01
  2.441499E+00   1.132340E-02   1.349740E+01   2.449934E-01   1.564006E+01  -5.237288E-01   2.054673E+01  -6.332579E-01
  2.529115E+00   4.331829E-02   1.367120E+01   2.901057E-01   1.589751E+01  -4.299488E-01   2.016594E+01  -6.807638E-01
  2.609415E+00   7.201843E-02   1.357106E+01   3.282831E-01   1.618129E+01  -4.310401E-01   1.974864E+01  -7.612172E-01
  2.676655E+00   9.846661E-02   1.322349E+01   3.724933E-01   1.647613E+01  -5.344767E-01   1.935186E+01  -8.487406E-01
  2.725977E+00   1.251201E-01   1.268158E+01   4.300948E-01   1.677863E+01  -7.242070E-01   1.902489E+01  -9.203723E-01
  2.755130E+00   1.525463E-01   1.201678E+01   4.969239E-01   1.709381E+01  -9.642369E-01   1.880165E+01  -9.593578E-01
  2.767455E+00   1.777265E-01   1.130678E+01   5.575558E-01   1.742448E+01  -1.207736E+00   1.869854E+01  -9.561992E-01
  2.773158E+00   1.953539E-01   1.062317E+01   5.925477E-01   1.775237E+01  -1.405471E+00   1.871586E+01  -9.081716E-01
  2.786727E+00   2.008802E-01   1.002257E+01   5.875544E-01   1.802134E+01  -1.510917E+00   1.883971E+01  -8.182185E-01
  2.821254E+00   1.928970E-01   9.541660E+00   5.378303E-01   1.814200E+01  -1.486856E+00   1.904393E+01  -6.939343E-01
  2.882958E+00   1.733931E-01   9.195410E+00   4.464179E-01   1.802963E+01  -1.317023E+00   1.929353E+01  -5.468018E-01
  2.969014E+00   1.462311E-01   8.978338E+00   3.194796E-01   1.765808E+01  -1.016638E+00   1.955086E+01  -3.912320E-01
  3.069351E+00   1.152279E-01   8.869818E+00   1.632372E-01   1.709115E+01  -6.325487E-01   1.978331E+01  -2.427356E-01
  3.170501E+00   8.299870E-02   8.842950E+00  -1.547082E-02   1.646680E+01  -2.302770E-01   1.996883E+01  -1.151274E-01
  3.259133E+00   5.085660E-02   8.875088E+00  -2.060949E-01   1.594439E+01   1.282115E-01   2.009691E+01  -1.767483E-02
  3.324345E+00   1.933329E-02   8.957214E+00  -3.916323E-01   1.564613E+01   4.072124E-01   2.016502E+01   4.640017E-02
  3.359424E+00  -1.131933E-02   9.098670E+00  -5.499647E-01   1.562246E+01   6.077711E-01   2.017401E+01   7.934816E-02
  3.363972E+00  -4.098241E-02   9.323633E+00  -6.617704E-01   1.585262E+01   7.577044E-01   2.012576E+01   8.695297E-02
  3.346128E+00  -6.972560E-02   9.658359E+00  -7.206234E-01   1.627023E+01   8.876994E-01   2.002398E+01   7.682875E-02
  3.323374E+00  -9.767495E-02   1.011442E+01  -7.342483E-01   1.679459E+01   1.011312E+00   1.987622E+01   5.805260E-02
  3.320556E+00  -1.244450E-01   1.067797E+01  -7.135686E-01   1.735393E+01   1.121642E+00   1.969428E+01   4.177248E-02
  3.365112E+00  -1.483134E-01   1.131186E+01  -6.623469E-01   1.789659E+01   1.201998E+00   1.949212E+01   4.134100E-02
  3.481087E+00  -1.659330E-01   1.196797E+01  -5.802634E-01   1.839376E+01   1.237897E+00   1.928287E+01   7.076983E-02
  3.684042E+00  -1.735896E-01   1.259989E+01  -4.744776E-01   1.883823E+01   1.220595E+00   1.907754E+01   1.416086E-01
  3.978282E+00  -1.698693E-01   1.316815E+01  -3.648925E-01   1.924115E+01   1.142400E+00   1.888612E+01   2.595659E-01
  4.356442E+00  -1.576769E-01   1.363809E+01  -2.775498E-01   1.962488E+01   9.913206E-01   1.871985E+01   4.223417E-01
  4.800342E+00  -1.433255E-01   1.397645E+01  -2.330090E-01   2.000914E+01   7.522913E-01   1.859196E+01   6.192896E-01
  5.282090E+00  -1.329718E-01   1.415341E+01  -2.386126E-01   2.039181E+01   4.165359E-01   1.851606E+01   8.325410E-01
  5.765693E+00  -1.292840E-01   1.415103E+01  -2.879333E-01   2.073375E+01  -5.865211E-03   1.850295E+01   1.038931E+00
  6.210548E+00  -1.307611E-01   1.397460E+01  -3.652268E-01   2.096373E+01  -4.790843E-01   1.855772E+01   1.212482E+00
  6.577297E+00  -1.334241E-01   1.365930E+01  -4.514099E-01   2.101210E+01  -9.470175E-01   1.867826E+01   1.327586E+00
  6.834170E+00  -1.329730E-01   1.326482E+01  -5.300814E-01   2.085859E+01  -1.348905E+00   1.885492E+01   1.362733E+00
  6.960718E+00  -1.260460E-01   1.285627E+01  -5.922215E-01   2.055956E+01  -1.636128E+00   1.907102E+01   1.303854E+00
  6.947415E+00  -1.104043E-01   1.248314E+01  -6.349991E-01   2.022882E+01  -1.782783E+00   1.930448E+01   1.146087E+00
  6.792933E+00  -8.465012E-02   1.217107E+01  -6.526613E-01   1.998138E+01  -1.786787E+00   1.953140E+01   8.936758E-01
  6.502782E+00  -4.826714E-02   1.192395E+01  -6.300573E-01   1.988025E+01  -1.662090E+00   1.973117E+01   5.591087E-01
  6.091442E+00  -1.835958E-03   1.172164E+01  -5.505262E-01   1.992130E+01  -1.428112E+00   1.989128E+01   1.629671E-01
  5.586706E+00   5.386893E-02   1.151683E+01  -4.075242E-01   2.005607E+01  -1.104710E+00   2.000885E+01  -2.653473E-01
  5.032885E+00   1.195796E-01   1.125174E+01  -2.046346E-01   2.022788E+01  -7.149785E-01   2.008737E+01  -6.877707E-01
  4.489076E+00   1.960812E-01   1.089127E+01   4.757560E-02   2.039993E+01  -2.905793E-01   2.013051E+01  -1.061012E+00
  4.019422E+00   2.772842E-01   1.044579E+01   3.291452E-01   2.056539E+01   1.267384E-01   2.013757E+01  -1.344090E+00
  3.677190E+00   3.446966E-01   9.970884E+00   6.114409E-01   2.073566E+01   4.900111E-01   2.010446E+01  -1.508016E+00
  3.491774E+00   3.738782E-01   9.553069E+00   8.640664E-01   2.091170E+01   7.572595E-01   2.002997E+01  -1.543689E+00
  3.466766E+00   3.510018E-01   9.296547E+00   1.060196E+00   2.105691E+01   9.021063E-01   1.992263E+01  -1.464370E+00
  3.587343E+00   2.839873E-01   9.315277E+00   1.180284E+00   2.109541E+01   9.177661E-01   1.980230E+01  -1.301473E+00
  3.829549E+00   1.975758E-01   9.714190E+00   1.216232E+00   2.094449E+01   8.113254E-01   1.969403E+01  -1.095557E+00
  4.167210E+00   1.177833E-01   1.055132E+01   1.168873E+00   2.056313E+01   5.929371E-01   1.961762E+01  -8.864068E-01
  4.576642E+00   5.877531E-02   1.180184E+01   1.040078E+00   1.998419E+01   2.691718E-01   1.957947E+01  -7.059260E-01
  5.039953E+00   2.024442E-02   1.334851E+01   8.313514E-01   1.930995E+01  -1.513110E-01   1.957182E+01  -5.754572E-01
  5.546050E+00  -5.786066E-03   1.500321E+01   5.502010E-01   1.867579E+01  -6.387331E-01   1.957962E+01  -5.064804E-01
  6.087896E+00  -2.603613E-02   1.654753E+01   2.159704E-01   1.820359E+01  -1.122687E+00   1.958962E+01  -5.022512E-01
  6.656050E+00  -4.198003E-02   1.777914E+01  -1.392385E-01   1.796705E+01  -1.497079E+00   1.959591E+01  -5.584431E-01
  7.230682E+00  -5.201134E-02   1.855604E+01  -4.775279E-01   1.797728E+01  -1.663365E+00   1.959949E+01  -6.626703E-01
  7.775907E+00  -5.561425E-02   1.882408E+01  -7.698206E-01   1.818353E+01  -1.587048E+00   1.960438E+01  -7.943682E-01
  8.240576E+00  -5.511601E-02   1.861737E+01  -1.002570E+00   1.848460E+01  -1.317165E+00   1.961499E+01  -9.267254E-01
  8.567612E+00  -5.399391E-02   1.804617E+01  -1.167760E+00   1.875446E+01  -9.511803E-01   1.963666E+01  -1.031153E+00
  8.709641E+00  -5.403401E-02   1.727932E+01  -1.257761E+00   1.887822E+01  -5.816618E-01   1.967746E+01  -1.083164E+00
  8.644070E+00  -5.454022E-02   1.650636E+01  -1.274152E+00   1.878268E+01  -2.656964E-01   1.974768E+01  -1.067694E+00
  8.379602E+00  -5.462604E-02   1.588056E+01  -1.225164E+00   1.844932E+01  -2.450576E-02   1.985569E+01  -9.821537E-01
  7.951541E+00  -5.588239E-02   1.547247E+01  -1.111702E+00   1.791192E+01   1.406543E-01   2.000228E+01  -8.364637E-01
  7.411384E+00  -6.150415E-02   1.526136E+01  -9.336620E-01   1.724509E+01   2.321319E-01   2.017711E+01  -6.500977E-01
  6.818204E+00  -7.193064E-02   1.516505E+01  -7.096467E-01   1.654760E+01   2.491098E-01   2.035897E+01  -4.467674E-01
  6.233019E+00  -8.190106E-02   1.508424E+01  -4.734332E-01   1.592146E+01   1.917125E-01   2.051944E+01  -2.480685E-01
  5.711665E+00  -8.273150E-02   1.493475E+01  -2.498073E-01   1.544893E+01   6.933390E-02   2.062823E+01  -6.815880E-02
  5.294129E+00  -6.784062E-02   1.465964E+01  -4.282178E-02   1.517338E+01  -9.581535E-02   2.065948E+01   8.842222E-02
  4.995148E+00  -3.671821E-02   1.423040E+01   1.532035E-01   1.509210E+01  -2.740591E-01   2.059860E+01   2.249222E-01
  4.802972E+00   5.000202E-03   1.364694E+01   3.368559E-01   1.516543E+01  -4.385184E-01   2.044833E+01   3.476368E-01
  4.687943E+00   4.855089E-02   1.293798E+01   4.940491E-01   1.533714E+01  -5.724008E-01   2.023158E+01   4.607736E-01
  4.615880E+00   8.633602E-02   1.215810E+01   6.062244E-01   1.555543E+01  -6.689631E-01   1.998781E+01   5.633420E-01
  4.559114E+00   1.152933E-01   1.137809E+01   6.634904E-01   1.578531E+01  -7.264693E-01   1.976252E+01   6.490285E-01
  4.500714E+00   1.370777E-01   1.067010E+01   6.721987E-01   1.600984E+01  -7.440456E-01   1.959324E+01   7.082128E-01
  4.432741E+00   1.547703E-01   1.009252E+01   6.516861E-01   1.622360E+01  -7.222414E-01   1.949851E+01   7.303680E-01
  4.353028E+00   1.689544E-01   9.680562E+00   6.223132E-01   1.642454E+01  -6.665936E-01   1.947515E+01   7.055708E-01
  4.263983E+00   1.766879E-01   9.444920E+00   5.932768E-01   1.660857E+01  -5.889679E-01   1.950424E+01   6.251161E-01
  4.173010E+00   1.741172E-01   9.376978E+00   5.595388E-01   1.676794E+01  -5.037901E-01   1.956090E+01   4.821777E-01
  4.091797E+00   1.601536E-01   9.455943E+00   5.099978E-01   1.689145E+01  -4.221245E-01   1.962162E+01   2.733933E-01
  4.033010E+00   1.379202E-01   9.654352E+00   4.394134E-01   1.696556E+01  -3.490268E-01   1.966595E+01   1.391307E-03
  4.005934E+00   1.128591E-01   9.941390E+00   3.539729E-01   1.697709E+01  -2.859567E-01   1.967513E+01  -3.226498E-01
  4.014031E+00   8.926523E-02   1.028580E+01   2.669304E-01   1.691897E+01  -2.350817E-01   1.963257E+01  -6.776967E-01
  4.055848E+00   6.810156E-02   1.065970E+01   1.894388E-01   1.679834E+01  -2.012674E-01   1.952877E+01  -1.033799E+00
  4.127797E+00   4.761061E-02   1.104209E+01   1.245385E-01   1.664235E+01  -1.903916E-01   1.936833E+01  -1.355559E+00
  4.225804E+00   2.589555E-02   1.141941E+01   6.803124E-02   1.649549E+01  -2.060485E-01   1.917306E+01  -1.607674E+00
  4.344292E+00   3.227746E-03   1.178201E+01   1.387072E-02   1.640612E+01  -2.478377E-01   1.897759E+01  -1.761531E+00
  4.474099E+00  -1.769973E-02   1.211868E+01  -4.093449E-02   1.640709E+01  -3.124854E-01   1.881899E+01  -1.801401E+00
  4.602604E+00  -3.359625E-02   1.241332E+01  -9.520771E-02   1.650086E+01  -3.960353E-01   1.872660E+01  -1.728524E+00
  4.717675E+00  -4.293432E-02   1.264666E+01  -1.461727E-01   1.665747E+01  -4.944694E-01   1.871719E+01  -1.561548E+00
  4.813376E+00  -4.705812E-02   1.280173E+01  -1.931950E-01   1.682586E+01  -6.021810E-01   1.879570E+01  -1.332693E+00
  4.893065E+00  -4.929517E-02   1.286896E+01  -2.398080E-01   1.695101E+01  -7.100673E-01   1.895766E+01  -1.080577E+00
  4.966973E+00  -5.277661E-02   1.284751E+01  -2.924276E-01   1.698859E+01  -8.051363E-01   1.918935E+01  -8.420724E-01
  5.045647E+00  -5.852019E-02   1.274302E+01  -3.563241E-01   1.691333E+01  -8.720495E-01   1.946607E+01  -6.458646E-01
  5.133939E+00  -6.503359E-02   1.256568E+01  -4.313915E-01   1.672276E+01  -8.959019E-01   1.975249E+01  -5.092921E-01
  5.229703E+00  -6.953143E-02   1.233158E+01  -5.107745E-01   1.643818E+01  -8.654443E-01   2.000835E+01  -4.382736E-01
  5.327213E+00  -6.976618E-02   1.206612E+01  -5.837056E-01   1.610244E+01  -7.761999E-01   2.019884E+01  -4.288862E-01
  5.421554E+00  -6.523514E-02   1.180402E+01  -6.407192E-01   1.577221E+01  -6.328424E-01   2.030440E+01  -4.691597E-01
  5.510045E+00  -5.714370E-02   1.158093E+01  -6.772886E-01   1.550431E+01  -4.497459E-01   2.032495E+01  -5.406061E-01
  5.590189E+00  -4.739014E-02   1.141918E+01  -6.932967E-01   1.533997E+01  -2.485937E-01   2.027728E+01  -6.200187E-01
  5.657199E+00  -3.737936E-02   1.131694E+01  -6.897480E-01   1.529458E+01  -5.325792E-02   2.018842E+01  -6.823651E-01
  5.704445E+00  -2.741599E-02   1.125029E+01  -6.664550E-01   1.535800E+01   1.158584E-01   2.008873E+01  -7.050145E-01
  5.727039E+00  -1.694496E-02   1.118831E+01  -6.225935E-01   1.550451E+01   2.452984E-01   2.000609E+01  -6.725283E-01
  5.725365E+00  -5.399161E-03   1.111113E+01  -5.588377E-01   1.570506E+01   3.288562E-01   1.995998E+01  -5.804570E-01
  5.705116E+00   6.865006E-03   1.101950E+01  -4.791151E-01   1.593484E+01   3.659595E-01   1.995546E+01  -4.365823E-01
  5.673619E+00   1.808159E-02   1.093173E+01  -3.914351E-01   1.617392E+01   3.600911E-01   1.997971E+01  -2.589547E-01
  5.635907E+00   2.535585E-02   1.087266E+01  -3.077203E-01   1.640504E+01   3.182001E-01   2.000508E+01  -7.145227E-02
  5.594362E+00   2.563159E-02   1.086420E+01  -2.418389E-01   1.661339E+01   2.505773E-01   1.999963E+01   1.014821E-01
  5.552289E+00   1.690483E-02   1.092272E+01  -2.054949E-01   1.678961E+01   1.699591E-01   1.994052E+01   2.393655E-01
  5.517748E+00  -8.646365E-04   1.106188E+01  -2.036505E-01   1.693279E+01   8.913880E-02   1.982319E+01   3.286916E-01
  5.503246E+00  -2.554989E-02   1.129442E+01  -2.322897E-01   1.704935E+01   1.774167E-02   1.966110E+01   3.643134E-01
  5.520575E+00  -5.349074E-02   1.162923E+01  -2.801369E-01   1.714755E+01  -4.005451E-02   1.947694E+01   3.492226E-01
  5.574609E+00  -8.073641E-02   1.206504E+01  -3.335743E-01   1.723167E+01  -8.528326E-02   1.929144E+01   2.927765E-01
  5.661204E+00  -1.043321E-01   1.258551E+01  -3.821210E-01   1.730185E+01  -1.213771E-01   1.911686E+01   2.077098E-01
  5.770884E+00  -1.229997E-01   1.315888E+01  -4.213856E-01   1.736094E+01  -1.503904E-01   1.895750E+01   1.067858E-01
  5.895100E+00  -1.368746E-01   1.374127E+01  -4.518334E-01   1.742206E+01  -1.705654E-01   1.881449E+01   2.101356E-04
  6.029847E+00  -1.465112E-01   1.428159E+01  -4.745673E-01   1.750489E+01  -1.767335E-01   1.868920E+01  -1.054161E-01
  6.174138E+00  -1.517947E-01   1.472708E+01  -4.875566E-01   1.761484E+01  -1.627293E-01   1.858300E+01  -2.066845E-01
  6.325592E+00  -1.514575E-01   1.503135E+01  -4.852735E-01   1.771865E+01  -1.226990E-01   1.849517E+01  -3.023378E-01
  6.477818E+00  -1.435793E-01   1.516605E+01  -4.618714E-01   1.774188E+01  -4.926563E-02   1.842321E+01  -3.924685E-01
  6.622186E+00  -1.269349E-01   1.513295E+01  -4.155669E-01   1.759879E+01   6.883054E-02   1.836684E+01  -4.781792E-01
  6.752191E+00  -1.024950E-01   1.496916E+01  -3.515714E-01   1.723577E+01   2.447599E-01   1.833259E+01  -5.612602E-01
  6.866020E+00  -7.406151E-02   1.473872E+01  -2.819647E-01   1.666098E+01   4.859489E-01   1.833407E+01  -6.434127E-01
  6.964558E+00  -4.729620E-02   1.451225E+01  -2.219941E-01   1.595025E+01   7.834755E-01   1.838582E+01  -7.251332E-01
  7.046585E+00  -2.740297E-02   1.434553E+01  -1.838241E-01   1.523521E+01   1.101690E+00   1.849437E+01  -8.049133E-01
  7.106049E+00  -1.680722E-02   1.426894E+01  -1.709000E-01   1.467598E+01   1.372886E+00   1.865296E+01  -8.793281E-01
  7.134829E+00  -1.430947E-02   1.429043E+01  -1.767508E-01   1.440978E+01   1.509438E+00   1.884394E+01  -9.439615E-01
  7.129262E+00  -1.619233E-02   1.440463E+01  -1.895709E-01   1.448210E+01   1.441259E+00   1.904649E+01  -9.945290E-01
  7.094772E+00  -1.848554E-02   1.459866E+01  -1.998471E-01   1.481285E+01   1.153751E+00   1.924399E+01  -1.027548E+00
  7.044250E+00  -1.897757E-02   1.485072E+01  -2.058724E-01   1.524328E+01   6.895998E-01   1.942587E+01  -1.040431E+00
  6.991243E+00  -1.787611E-02   1.512586E+01  -2.133415E-01   1.562495E+01   1.218751E-01   1.958466E+01  -1.031423E+00
  6.943481E+00  -1.694709E-02   1.537664E+01  -2.298192E-01   1.587736E+01  -4.657330E-01   1.971281E+01  -9.999048E-01
  6.901652E+00  -1.789204E-02   1.555198E+01  -2.589878E-01   1.599793E+01  -9.845209E-01   1.980314E+01  -9.470744E-01
  6.863375E+00  -2.107846E-02   1.561104E+01  -2.989744E-01   1.604641E+01  -1.351393E+00   1.985269E+01  -8.765598E-01
  6.827819E+00  -2.534972E-02   1.553495E+01  -3.442468E-01   1.611289E+01  -1.513392E+00   1.986551E+01  -7.944084E-01
  6.796444E+00  -2.886131E-02   1.533220E+01  -3.873616E-01   1.627018E+01  -1.470994E+00   1.985089E+01  -7.083577E-01
  6.769708E+00  -3.027590E-02   1.503787E+01  -4.193741E-01   1.653012E+01  -1.275403E+00   1.981798E+01  -6.267698E-01
